As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,WB Contract Number,Major Sector,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Total Contract Amount (USD),Borrower Contract Reference Number
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101336,BO Streng. Stat Capacity & Inf Based Evi,Equipment Information Technology,Goods,Direct Contracting,IBRD/IDA,1325442,"Public Administration, Law, and Justice",Purchase of Microsoft Software Licenses,8/3/2012 0:00,CIT SRL,Bolivia,BO,"$131,160.00 ",004/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101336,BO Streng. Stat Capacity & Inf Based Evi,Miscellaneous,Goods,National Competitive Bidding,IBRD/IDA,1326508,"Public Administration, Law, and Justice",Printing services of ballots and mannuals,7/19/2012 0:00,ARTES GRAFICAS SIRENA,Bolivia,BO,"$1,477,890.00 ",
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101336,BO Streng. Stat Capacity & Inf Based Evi,Equipment Information Technology,Goods,National Competitive Bidding,IBRD/IDA,1325073,"Public Administration, Law, and Justice","Purchase of inks, tonners and drums",8/3/2012 0:00,ELECTRO HOGAR S.R.L,Bolivia,BO,"$132,674.00 ",
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101336,BO Streng. Stat Capacity & Inf Based Evi,Other Operational Services,NC,SHOP,IBRD/IDA,1328322,"Public Administration, Law, and Justice",Media Plan services,12/6/2012 0:00,ORTEGA LANDA,Bolivia,BO,"$18,864.00 ",CP/039/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101336,BO Streng. Stat Capacity & Inf Based Evi,Equipment Information Technology,Goods,National Competitive Bidding,IBRD/IDA,1326915,"Public Administration, Law, and Justice",Purchase of printing solution for high traffic,9/26/2012 0:00,ELECTRO HOGAR S.R.L,Bolivia,BO,"$20,259.00 ",LPN/001/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101336,BO Streng. Stat Capacity & Inf Based Evi,Project Management,Consultant Services,Individual,IBRD/IDA,1325843,"Public Administration, Law, and Justice",Consultancy Services - Santa Cruz Coordinator,7/15/2012 0:00,JUAN CESAR COCA CAMACHO,Bolivia,BO,"$7,889.00 ",922/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101336,BO Streng. Stat Capacity & Inf Based Evi,Project Management,Consultant Services,Individual,IBRD/IDA,1325845,"Public Administration, Law, and Justice",Consultancy Services - Pando Coordinator,7/15/2012 0:00,EDDY ROSENDO TRUJILLO RAMOS,Bolivia,BO,"$7,889.00 ",923/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101336,BO Streng. Stat Capacity & Inf Based Evi,Project Management,Consultant Services,Individual,IBRD/IDA,1325846,"Public Administration, Law, and Justice",Consultancy Services - Beni Coordinator,7/15/2012 0:00,WALTER HUGO VARGAS VACA,Bolivia,BO,"$8,188.00 ",924/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101084,BO Investing in Children and Youth,Legal Advisory Services,Consultant Services,Individual,IBRD/IDA,1327775,Health and other social services,"Provide legal support to the Project Implementation Unit, in",9/17/2012 0:00,NIRZA MOSCOSO VILLANUEVA,Bolivia,BO,"$3,039.00 ",112.2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P107137,BO PICAR Comm. Investment in Rural Areas,Equipment Information Technology,Goods,SHOP,IBRD/IDA,1326421,"Public Administration, Law, and Justice",Purchase of Computer Equipment,8/2/2012 0:00,H. P. SERVICIE S.R.L.,Bolivia,BO,"$41,718.00 ",NO. 003/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101298,BO Participatory Rural Investment II,"Management Advice, Technical/Operation A",Consultant Services,Single Source Selection,IBRD/IDA,1327117,"Agriculture, fishing, and forestry",Indigenous Peoples Specialist,9/7/2012 0:00,JUAN CARLOS ESPINOZA QUINTANILLA,Bolivia,BO,"$4,622.00 ",NO. 067/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101298,BO Participatory Rural Investment II,"Management Advice, Technical/Operation A",Consultant Services,Single Source Selection,IBRD/IDA,1327116,"Agriculture, fishing, and forestry",Head of Unit Cost Analysis and Territorial Expenditure SEA,9/7/2012 0:00,ABDON PORCEL ARANCIBIA,Bolivia,BO,"$4,898.00 ",NO. 069/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101298,BO Participatory Rural Investment II,Miscellaneous,Goods,SHOP,IBRD/IDA,1326587,"Agriculture, fishing, and forestry",Office Furniture,8/14/2012 0:00,MADERERA PARADISE,Bolivia,BO,"$2,996.00 ",NO. 077/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101298,BO Participatory Rural Investment II,Equipment Information Technology,Goods,SHOP,IBRD/IDA,1326586,"Agriculture, fishing, and forestry",Acquisition of Laser Printers,8/14/2012 0:00,CREATIVO COMPUTACION & SISTEMAS,Bolivia,BO,$266.00 ,NO. 078/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P102479,GPOBA W3: Bolivia SHS,Audit Services,Consultant Services,Single Source Selection,Recipient Executed Activities,1328114,Energy and mining,"Carry out financial audit for years 2011, 2012 & 2013",8/29/2012 0:00,PRICEWATERHOUSECOOPERS S.R.L.,Bolivia,BO,"$24,857.00 ",NO. 089/12
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101426,BO- Lake Titicaca Local Sust Dev,"Works, Infrastructure",Civil Works,Direct Contracting,IBRD/IDA,1324752,"Water, sanitation and flood protection","Construction works, DESCOM-FI SAP. Sector Tambillo, Machacam",8/8/2012 0:00,AGUA ANDINA,Bolivia,BO,"$56,565.00 ",NO. 091/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101426,BO- Lake Titicaca Local Sust Dev,"Works, Infrastructure",Civil Works,Direct Contracting,IBRD/IDA,1324755,"Water, sanitation and flood protection","Construction of water supply system, DESCOM-FI SAP. Sector P",8/8/2012 0:00,COLINA SRL,Bolivia,BO,"$57,743.00 ",NO. 093/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101426,BO- Lake Titicaca Local Sust Dev,"Works, Infrastructure",Civil Works,Direct Contracting,IBRD/IDA,1324754,"Water, sanitation and flood protection","Construction of water supply system, DESCOM-FI SAP. Sector S",8/8/2012 0:00,CONSTRUCORP S.A,Bolivia,BO,"$128,744.00 ",NO. 094/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P083979,BO Urban Infrastructure Project,"Management Advice, Technical/Operation A",Consultant Services,Individual,IBRD/IDA,1328328,"Water, sanitation and flood protection",Environmental specialist,8/7/2012 0:00,MAXIMO ALEJANDRO MAICO LIBERMAN CRUZ,Bolivia,BO,"$4,993.00 ",NO. 105/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P083979,BO Urban Infrastructure Project,"Management Advice, Technical/Operation A",Consultant Services,Single Source Selection,IBRD/IDA,1328329,"Water, sanitation and flood protection",Social specialist,9/24/2012 0:00,MELINA ADRIANA CAMPERO LARUTA,Bolivia,BO,"$3,977.00 ",NO. 1232/12
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P083979,BO Urban Infrastructure Project,"Tender Documents, Procurement Assistance",Consultant Services,Single Source Selection,IBRD/IDA,1328330,"Water, sanitation and flood protection",Procurement specialist,10/12/2012 0:00,WALTER GABRIEL AVILA QUELALI,Bolivia,BO,"$3,638.00 ",NO. 1296/12
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P083979,BO Urban Infrastructure Project,Administrative Services,Consultant Services,Single Source Selection,IBRD/IDA,1328332,"Water, sanitation and flood protection",Administrative asistant,10/22/2012 0:00,JENNY CRUZ CHURQUI,Bolivia,BO,"$1,712.00 ",NO. 1325/12
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P083979,BO Urban Infrastructure Project,"Management Advice, Technical/Operation A",Consultant Services,Single Source Selection,IBRD/IDA,1328333,"Water, sanitation and flood protection",Financial specialist,10/22/2012 0:00,ALEJANDRA I. MIRANDA VASQUEZ,Bolivia,BO,"$2,910.00 ",NO. 1326/12
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101084,BO Investing in Children and Youth,"Tender Documents, Procurement Assistance",Consultant Services,Individual,IBRD/IDA,1327776,Health and other social services,Provide support to all procurement processes carryed out by,7/19/2012 0:00,RAFAEL EDUARDO COPA CAYOJA,Bolivia,BO,"$3,098.00 ",97.2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101298,BO Participatory Rural Investment II,"Works, Infrastructure",Civil Works,SHOP,IBRD/IDA,1323374,Transportation,"Construction of a bridge, sector Munoz Cueva (Morochata)",7/23/2012 0:00,CONSTRUCTORA NUEVO RETO,Bolivia,BO,"$114,051.00 ",NO. FPS-03-00003149
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101206,BO-Exp. Access to Reduc Hlth Ineq (APL3),Administrative Services,Consultant Services,Individual,IBRD/IDA,1328318,Health and other social services,Consultant hired as Procurement Especialist to provide suppo,7/6/2012 0:00,FLORENTINO TORREZ VELASQUEZ,Bolivia,BO,"$14,207.00 ",035/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101084,BO Investing in Children and Youth,Administrative Services,Consultant Services,Individual,IBRD/IDA,1327777,Health and other social services,"Head of the Departmental Unit of La Paz, in charge of all ad",7/19/2012 0:00,JUAN PABLO RAMIREZ TARDIO,Bolivia,BO,"$4,831.00 ",98.2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101084,BO Investing in Children and Youth,Administrative Services,Consultant Services,Individual,IBRD/IDA,1327778,Health and other social services,Head of the Departmental Unit of Tarija; in charge of the te,7/19/2012 0:00,DYLER IBANEZ TAVERA,Bolivia,BO,"$4,565.00 ",99.2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101336,BO Streng. Stat Capacity & Inf Based Evi,Project Management,Consultant Services,Individual,IBRD/IDA,1325922,"Public Administration, Law, and Justice","Consultant Services - ""Responsable Area Dispersa""",7/4/2012 0:00,ROSS MERY ERCILIA TELLEZ BETANCOURT,Bolivia,BO,"$8,837.00 ",1154/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101336,BO Streng. Stat Capacity & Inf Based Evi,Project Management,Consultant Services,Individual,IBRD/IDA,1325920,"Public Administration, Law, and Justice","Consultant Services - ""Responsable de Areas Amanzanadas""",7/4/2012 0:00,SARAH BERTZABE CABRERA PINEDO,Bolivia,BO,"$8,837.00 ",1155/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101336,BO Streng. Stat Capacity & Inf Based Evi,Project Management,Consultant Services,Individual,IBRD/IDA,1325921,"Public Administration, Law, and Justice",Consultant Services - National Responsible for Coordination,7/4/2012 0:00,MARCO EDUARDO VARGAS VEGA,Bolivia,BO,"$8,837.00 ",1158/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101336,BO Streng. Stat Capacity & Inf Based Evi,Project Management,Consultant Services,Individual,IBRD/IDA,1325848,"Public Administration, Law, and Justice",Consultancy Services - La Paz Coordinator,9/5/2012 0:00,PAULINA CLARA MACHADO ROCHA,Bolivia,BO,"$5,792.00 ",1368/2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Bolivia,BO,P101336,BO Streng. Stat Capacity & Inf Based Evi,Project Management,Consultant Services,Individual,IBRD/IDA,1325849,"Public Administration, Law, and Justice",Consultancy Services - Responsible for Operations Field area,9/19/2012 0:00,IVETTE VIVIANA DE LA OLIVA VARGAS,Bolivia,BO,"$5,093.00 ",1762/2012
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P088663,HLT SEC ENHANC,"Works, Maintenance and Rehabilitation",Civil Works,National Competitive Bidding,IBRD/IDA,1323745,Health and other social services,"Renovation of FM ambulantas in Modriéça Health Center
- cons",7/3/2012 0:00,UNIVERSAL BS,Bosnia and Herzegovina,BA,"$471,814.00 ",BA/RS/HSEP F/CW/NCB-178/12
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P088663,HLT SEC ENHANC,"Works, Maintenance and Rehabilitation",Civil Works,National Competitive Bidding,IBRD/IDA,1323748,Health and other social services,"Renovation of FM ambulantas in Health Center Modriéça
- heat",7/3/2012 0:00,BRAé?A MIé?Ié? MODRIé?A,Bosnia and Herzegovina,BA,"$249,342.00 ",BA/RS/HSEP F/CW/NCB-188/12
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P088663,HLT SEC ENHANC,"Management Advice, Technical/Operation A",Consultant Services,CQS,IBRD/IDA,1325135,Health and other social services,"Provision of accreditation program for FM
teams, certificat",9/20/2012 0:00,RS AGENCY FOR CERTIFICATION,Bosnia and Herzegovina,BA,"$475,261.00 ",BA/RS/HSEP/CS/CQ-185/12
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P088663,HLT SEC ENHANC,"Equipment, Construction",Goods,International Competitive Bidding,IBRD/IDA,1328367,Health and other social services,Procurement of Equipment and Furniture for Family Medicine A,11/12/2012 0:00,EROMERC D.O.O.,Bosnia and Herzegovina,BA,"$180,110.00 ",BA-FB&H-HSEP-AF-G-ICB-20A/12
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P088663,HLT SEC ENHANC,"Equipment, Construction",Goods,International Competitive Bidding,IBRD/IDA,1328368,Health and other social services,Procurement of Equipment and Furniture for Family Medicine A,11/9/2012 0:00,EROMERC D.O.O.,Bosnia and Herzegovina,BA,"$65,923.00 ",BA-FB&H-HSEP-AF-G-ICB-20B/12
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P088663,HLT SEC ENHANC,"Equipment, Medical",Goods,International Competitive Bidding,IBRD/IDA,1328371,Health and other social services,Procurement of Equipment and Furniture for Family Medicine A,11/21/2012 0:00,SANAM STYRKA D.O.O,Bosnia and Herzegovina,BA,"$119,227.00 ",BA-FB&H-HSEP-AF-G-ICB-20C/12
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P088663,HLT SEC ENHANC,"Equipment, Construction",Goods,International Competitive Bidding,IBRD/IDA,1328390,Health and other social services,Procurement of Equipment and Furniture for Family Medicine A,11/21/2012 0:00,"INEL-MED EXPORT-IMPORT D.O.O.,MOSTAR",Bosnia and Herzegovina,BA,"$148,708.00 ",BA-FB&H-HSEP-AF-G-ICB-20D/12
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P088663,HLT SEC ENHANC,Equipment Information Technology,Goods,SHOP,IBRD/IDA,1327835,Health and other social services,IT equipment,11/21/2012 0:00,CONFIG D.O.O,Bosnia and Herzegovina,BA,"$95,271.00 ",BA-FB&H-HSEP-AF-G-SH-22/12
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P087094,FOREST & MTN PROT AREA (GEF),Environmental Studies,Consultant Services,CQS,Global Environment Project,1326236,"Agriculture, fishing, and forestry",Preparation of É??special-purpose areas physical plans for nat,10/4/2012 0:00,INSTITUT ZA GRADJEVINARSTVO IG,Bosnia and Herzegovina,BA,"$145,557.00 ",BA-FMPAP-TF-091919-CQ-017-CS-12-
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P087094,FOREST & MTN PROT AREA (GEF),Awareness Campaigns,Consultant Services,CQS,Global Environment Project,1326532,"Agriculture, fishing, and forestry",Campaign to promote and raise public information level about,10/15/2012 0:00,INFO 5 DOO,Bosnia and Herzegovina,BA,"$108,789.00 ",BA-FMPAP-TF-091919-CQ-019-CS-12-
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P087094,FOREST & MTN PROT AREA (GEF),"Works, Buildings",Civil Works,National Competitive Bidding,Global Environment Project,1327744,"Agriculture, fishing, and forestry",Construction of visitor's centre in national park Kozara,11/1/2012 0:00,KESO PROMET DOO ZVORNIK,Bosnia and Herzegovina,BA,"$74,019.00 ",BA-FMPAP-TF-091919-NCB-031-W-09-
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P087094,FOREST & MTN PROT AREA (GEF),"Works, Buildings",Civil Works,National Competitive Bidding,Global Environment Project,1327744,"Agriculture, fishing, and forestry",Construction of visitor's centre in national park Kozara,11/1/2012 0:00,JOKIC-INVEST DOO ZVORNIK,Bosnia and Herzegovina,BA,"$71,842.00 ",BA-FMPAP-TF-091919-NCB-031-W-09-
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P087094,FOREST & MTN PROT AREA (GEF),"Works, Buildings",Civil Works,National Competitive Bidding,Global Environment Project,1327744,"Agriculture, fishing, and forestry",Construction of visitor's centre in national park Kozara,11/1/2012 0:00,MD PERIC DOO BIJELJINA,Bosnia and Herzegovina,BA,"$71,842.00 ",BA-FMPAP-TF-091919-NCB-031-W-09-
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P087094,FOREST & MTN PROT AREA (GEF),"Works, Buildings",Civil Works,National Competitive Bidding,Global Environment Project,1327315,"Agriculture, fishing, and forestry",Construction of the bicycle path in PP Blidinje,10/2/2012 0:00,KTM BRINA DOO POSUJE,Bosnia and Herzegovina,BA,"$78,592.00 ",BA-FMPAP-TF091919-NCB-16-W-12/PP
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P087094,FOREST & MTN PROT AREA (GEF),"Construction Supervision, Quality Manage",Consultant Services,Single Source Selection,Global Environment Project,1327325,"Agriculture, fishing, and forestry",Supervision services on construction of bicycle path in PP B,10/28/2012 0:00,ZAVOD ZA VODOPRIVREDU DOO MOSTAR,Bosnia and Herzegovina,BA,"$5,267.00 ",BA-FMPAP-TF091919-SSS-29 CS-12/P
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P107998,SOLID WASTE MGT 2,"Works, Maintenance and Rehabilitation",Civil Works,National Competitive Bidding,IBRD/IDA,1327933,"Public Administration, Law, and Justice",Construction of the Facility to the Recycling Plant at the L,7/24/2012 0:00,GD KONSTRUKCIJE D.O.O. MOSTAR,Bosnia and Herzegovina,BA,"$415,992.00 ",BA-IPA 2010-TF011456-NCB-01-W-12
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P116774,SOCIAL SAFETY NETS & EMPL,Awareness Campaigns,Consultant Services,CQS,IBRD/IDA,1325428,Health and other social services,Public awareness survey on the perception of the programs fo,9/24/2012 0:00,IPSOS DOO,Bosnia and Herzegovina,BA,"$34,242.00 ",BA-SSNESP-CQ-09-CS-12-4704-0
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P116774,SOCIAL SAFETY NETS & EMPL,Project Management,Consultant Services,CQS,IBRD/IDA,1324803,Health and other social services,Preparation of Projects for Refurbishment and Supervision of,8/22/2012 0:00,VIZIJA DOO,Bosnia and Herzegovina,BA,"$30,334.00 ",BA-SSNESP-CQ-10-CS-12-4704-0
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P107998,SOLID WASTE MGT 2,"Works, Maintenance and Rehabilitation",Civil Works,National Competitive Bidding,IBRD/IDA,1323480,"Water, sanitation and flood protection",Construction of additional objects of the entry-exit zone on,7/17/2012 0:00,IZGRADNJA TOJAGA DOO MOSTAR,Bosnia and Herzegovina,BA,"$631,113.00 ",BA-SSWMP-4540-NCB-003-W-12/MO
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P107998,SOLID WASTE MGT 2,"Works, Maintenance and Rehabilitation",Civil Works,International Competitive Bidding,IBRD/IDA,1324600,"Public Administration, Law, and Justice",Construction of Regional Sanitary Landfill Crni Vrh Zvornik,9/8/2012 0:00,ZVORNIKPUTEVI,Bosnia and Herzegovina,BA,"$1,294,212.00 ",BA-SWMP2-ICB-03-W-10-7629BA-ZV
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P107998,SOLID WASTE MGT 2,"Works, Maintenance and Rehabilitation",Civil Works,International Competitive Bidding,IBRD/IDA,1324600,"Public Administration, Law, and Justice",Construction of Regional Sanitary Landfill Crni Vrh Zvornik,9/8/2012 0:00,GT TRADE,Bosnia and Herzegovina,BA,"$1,256,147.00 ",BA-SWMP2-ICB-03-W-10-7629BA-ZV
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P107998,SOLID WASTE MGT 2,"Works, Maintenance and Rehabilitation",Civil Works,International Competitive Bidding,IBRD/IDA,1324600,"Public Administration, Law, and Justice",Construction of Regional Sanitary Landfill Crni Vrh Zvornik,9/8/2012 0:00,BUKPROMET,Bosnia and Herzegovina,BA,"$1,256,147.00 ",BA-SWMP2-ICB-03-W-10-7629BA-ZV
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P107998,SOLID WASTE MGT 2,"Works, Maintenance and Rehabilitation",Civil Works,National Competitive Bidding,IBRD/IDA,1326594,"Public Administration, Law, and Justice",Construc. of entrance - exit zone with construc. of the admi,9/27/2012 0:00,KESO PROMET D.O.O.,Bosnia and Herzegovina,BA,"$154,337.00 ",BA-SWMP2-NCB-01-W-10-4540BA-PR
12/18/2012 0:00,2013,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,BA,P107998,SOLID WASTE MGT 2,"Works, Maintenance and Rehabilitation",Civil Works,National Competitive Bidding,IBRD/IDA,1326594,"Public Administration, Law, and Justice",Construc. of entrance - exit zone with construc. of the admi,9/27/2012 0:00,JOKIC INVEST D.O.O.,Bosnia and Herzegovina,BA,"$149,798.00 ",BA-SWMP2-NCB-01-W-10-4540BA-PR
